"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"DE","nicht entworfen","nicht:nicht entworfen:entworfen","/nɪçt/ /ɛnt.voːɐ.fən/","Richthofen","/ˈɹɪxt.ˌhoʊ.fən/","Nachthemd werfen","/naxt.hɛmt/ /veːɐ.fən/","magnétophone","/ma.njɛ.to.ˈfɔn/","ニ 手 絵 手 女 線","/ni/ /te/ /e/ /te/ /d͡ʑo/ /seɴ/","蜺 匙 雲 匙 蒐 氛","/ni˧˥/ /tʂ˧˥/ /yn˧˥/ /tʂ˧˥/ /sou˥˥/ /fən˥˥/","not designed","Richthofen","Throw Nightgown","tape recorder","(D) hand painting woman line","Cicada spoons a surname key acquisition of vapor"
"DE","Farbenphotographie","Farbenphotographie:Farbenphotographie","/faɐ.bɛnp.hoː.tɔ.ɡʀaːp.hiː/","photography","/fə.ˈtɒ.ɡɹə.fi/","Farbstoff","/faɐp.ʃtɔff/","photographie","/fo.to.ɡʁa.ˈfi/","差 ビー ニ 穂 手 が 氷","/sa/ /biː/ /ni/ /ho/ /te/ /ɡa/ /hi/","方 炎 蝸 土 獅 案 膝","/faŋ˥˥/ /iɛn˧˥/ /uo˥˥/ /tu˨˩˦/ /ʂ˥˥/ /an˥˩/ /ɕi˥˥/","Color photography","photography","Dye","photography","Difference between b d ear hand ice.","Fang Yan Wo 獅 knee"
"DE","apokalyptisch","apokalyptisch:apokalyptisch","/aː.poː.kaː.lyːp.tiːʃ/","apocalyptic","/ə.ˌpɒ.kə.ˈlɪp.tɪk/","Pokal optisch","/poː.kaːl/ /oːp.tiːʃ/","apocalyptique","/a.po.ka.lip.ˈtik/","彼 ポーカー 物品","/a/ /poː.kaː/ /bup.piɴ/","嗄 菠 卡 驢 蓽 耵","/a˧˥/ /po˥˥/ /ka˨˩˦/ /ly˧˥/ /pi˥˩/ /tiŋ˥˥/","apocalyptic","apocalyptic","Cup optical","apocalyptic","His poker articles","Velvety huskiness keep card 驢 蓽 dīng"
"DE","Organisationskontrolle","Organisationskontrolle:Organisationskontrolle","/ɔɐ.ɡaː.niː.za.t͡sjoːn.skɔn.tʀɔ.lə/","organization controller","/ˌɔɹ.ɡə.nə.ˈzeɪ.ʃən/ /kən.ˈtɹoʊ.ləɹ/","Orgeln Sanktion Knolle","/ɔɐ.ɡɛln/ /zaŋ.t͡sjoːn/ /knɔ.lə/","organiser prostitution","/oʁ.ɡa.ni.ˈze/ /pʁo.sti.ty.ˈtjo/","兎 が ニ 座 旅 セント 夜","/u/ /ɡa/ /ni/ /za/ /ɾjo/ /sen.to/ /jo/","娃 獺 蜺 鯊 傘 司 桿 衢 驢","/ua˧˥/ /ta˨˩˦/ /ni˧˥/ /ʂa˥˥/ /san˨˩˦/ /s˥˥/ /kan˨˩˦/ /tɕy˧˥/ /ly˧˥/","Organization check","organization controller","Organs sanction tuber","organize prostitution","The rabbit (d) seat travel St night","Eva 獺 Secretary Rod Qu cicada shark Umbrella 驢"
"DE","einwerfen","einwerfen:einwerfen","/aɪn.vɐ.fən/","invention","/ɪn.ˈvɛn.ʃən/","ein werfen","/aɪn/ /veːɐ.fən/","avancement","/a.va.ˈsəm/","彼 ニ 女 線","/a/ /ni/ /d͡ʑo/ /seɴ/","鞍 拊 氛","/an˥˥/ /fu˨˩˦/ /fən˥˥/","throw a","invention","a throw","progress","His two female line","Saddle fondle vapor"
"DE","legalisierend","legalisierend:legalisierend","/lə.ɡa.lɪ.ziː.ʀɛnt/","legality rent","/li.ˈɡæ.lɪ.ti/ /ɹɛnt/","legal liegend","/leː.ɡaːl/ /liː.ɡɛnt/","lac Labyrinthe","/la.kla.bi.ˈʁɛt/","夜 が 水 ず 胃 ニ","/jo/ /ɡa/ /mi/ /zu/ /i/ /ni/","稜 獺 梨 膝 炎","/ləŋ˧˥/ /ta˨˩˦/ /li˧˥/ /ɕi˥˥/ /iɛn˧˥/","legalisierend","legality rent","legal lying","Lake labyrinth","Night water without stomach (d)","Leng 獺 PEAR knee inflammation"
"DE","anheuern","anheuern:anheuern","/aːn.hɔɪ.ɐn/","inhaler","/ɪn.ˈheɪ.ləɹ/","an scheuern","/aːn/ /ʃɔɪ.ɐn/","entonner","/a.tɔ.ˈne/","案 氷 塩","/aɴ/ /hi/ /eɴ/","鞍 獅 椅 云","/an˥˥/ /ʂ˥˥/ /i˨˩˦/ /yn˧˥/","hire","inhaler","to scrub","sing","Draft ice salt","Saddle 獅 Chair cloud"
"DE","Zivilehe","Zivilehe:Zivilehe","/t͡siː.fiː.leː.ə/","Cecilia","/sɪ.ˈsi.lyə/","zivil Lee","/t͡siː.fiːl/ /leː.ə/","défiler","/de.fi.ˈle/","唾 乳 音 絵","/t͡su/ /t͡ɕi/ /ne/ /e/","梯 拊 梨 漁","/ti˥˥/ /fu˨˩˦/ /li˧˥/ /y˧˥/","Civil marriage","Cecilia","civil Lee","scroll","Saliva milk sound picture","Ladder fondle PEAR fisherman's bastion"
"DE","es gehört ihnen","es:es gehört:gehört ihnen:ihnen","/eːs/ /ɡeː.œɐt/ /iː.nən/","agitation","/ˌæd.ʒɪ.ˈteɪ.ʃən/","begehrt Schienen","/beː.ɡeːɐt/ /ʃiː.nən/","certainement","/sɛʁ.tɛ.ˈnəm/","塩 夏 絵 手 胃 年","/eɴ/ /ɡe/ /e/ /te/ /i/ /neɴ/","司 閣 漁 匙 椅 嫩","/s˥˥/ /kɤ˧˥/ /y˧˥/ /tʂ˧˥/ /i˨˩˦/ /nən˥˩/","It belongs to you","agitation","desired track","certainly","Salt summer painting hand stomach,","閣 fisherman's bastion of the Division Chair, spoons and tender"
"DE","Hingebung","Hingebung:Hingebung","/hɪŋ.ɡə.bʊŋ/","fingering","/ˈfɪŋ.ɡə.ɹɪŋ/","Hänge Bank","/hɛŋ.ɡə/ /baŋ/","Singapour","/sɛ.ɡa.ˈpuʁ/","本 が 盆","/hoɴ/ /ɡa/ /boɴ/","虹 鼓 凇","/xuŋ˧˥/ /ku˨˩˦/ /suŋ˥˥/","Devotion","fingering","Bank slopes","Singapore","Book tray.","Rainbow drums song"
"DE","umtauschen","umtauschen:umtauschen","/ʊm.taʊ.ʃən/","impression","/ɪm.ˈpɹɛ.ʃən/","Umbau schön","/ʊm.baʊ/ /ʃøːn/","attachement","/a.ta.ˈʃəm/","水 田 信","/mi/ /ta/ /ʃiɴ/","雲 掏 森","/yn˧˥/ /tau˥˥/ /sən˥˥/","Exchange","impression","Tag beautiful","attachment","Paddy Shin","A surname taken sum"
"DE","Känguruhs","Känguruhs:Känguruhs","/kɛŋ.ɡuː.ʀuːs/","congress","/ˈkɒŋ.ɡɹɪs/","Kongress","/kɔŋ.ɡʀɛs/","concourir","/ko.ku.ˈʁiʁ/","拳 具 弓","/keɴ/ /ɡu/ /ju/","缸 鼓 獅 司","/kaŋ˥˥/ /ku˨˩˦/ /ʂ˥˥/ /s˥˥/","Kangaroos","congress","Congress","compete","Fist gear bow","獅 cylinder drum Division"
"DE","Handelsregister","Handelsregister:Handelsregister","/han.dəl.sʀə.ɡɪ.ʃtɐ/","hinder spaghetti","/ˈhɪn.dəɹ/ /spə.ˈɡɛ.ti/","Handel Priester","/han.dəl/ /pʀiː.ʃtɐ/","admonester","/ad.mo.nɛ.ˈste/","ハンド サー 夏 手","/han.do/ /saː/ /ɡe/ /te/","函 燈 司 漁 茹 獅 漁","/xan˧˥/ /təŋ˥˥/ /s˥˥/ /y˧˥/ /ʐu˧˥/ /ʂ˥˥/ /y˧˥/","Commercial register","hinder spaghetti","Through trade","admonish","Hand Sir summer hands","Letter 燈 Division of fisherman's bastion Ros 獅 fisherman's bastion"
"DE","verdankend","verdankend:verdankend","/fɛɐ.daŋ.kɛnt/","feeding Kent","/ˈfi.dɪŋ/ /kɛnt/","versank kennt","/feːɐ.zaŋ/ /kɛnt/","faire appel","/fɛ.ʁa.ˈpɛl/","サー 弾 木 手","/saː/ /daɴ/ /ki/ /te/","啡 溏 杆 匙","/fei˥˥/ /taŋ˧˥/ /kan˥˥/ /tʂ˧˥/","owing","feeding Kent","sank knows","call","Sir bullet wood hand","Brown half congealed Rod spoon"
"DE","jemanden in Schutz nehmen","jemanden: in:in Schutz:Schutz nehmen:nehmen"," /iːn/ /ʃuːt͡s/ /neː.mən/","incarnation","/ˌɪn.kɑɹ.ˈneɪ.ʃən/","Instanz nehmen","/iːn.ʃtant͡s/ /neː.mən/","enchaînement","/a.ʃɛ.ˈnəm/","韻 衆 音 問","/iɴ/ /ʃu/ /ne/ /moɴ/","茵 虹 蜺 門","/in˥˥/ /xuŋ˧˥/ /ni˧˥/ /mən˧˥/","take someone in protection","incarnation","Take for instance","Web","Rhyme crowd sound problem","Rainbow cicada main door"
"DE","Molkereien","Molkereien:Molkereien","/mɔl.kə.ʀaɪ.ən/","moderation","/ˌmɒ.də.ˈɹeɪ.ʃən/","melken schreien","/mɛl.kən/ /ʃʀaɪ.ən/","Moldavie","/mɔl.da.ˈvi/","問 戸 矢 塩","/moɴ/ /ko/ /ja/ /eɴ/","門 羹 奶 恩","/mən˧˥/ /kəŋ˥˥/ /nai˨˩˦/ /ən˥˥/","Dairies","moderation","milking scream","Moldova","Q. detached arrow salt","Carmen grace soup milk"
"DE","Schutzisolierung","Schutzisolierung:Schutzisolierung","/ʃuːt.t͡siː.zɔ.liː.ʀʊŋ/","shuddering","/ˈʃʌ.də.ɹɪŋ/","Schätzung Schließung","/ʃeːt.t͡sʊŋ/ /ʃliː.sʊŋ/","sac tyrolien","/sak.ti.ʁɔ.ˈli/","種子 ず 水 群","/ʃu.ʃi/ /zu/ /mi/ /ɡuɴ/","狐 梯 茹 梨 凇","/xu˧˥/ /ti˥˥/ /ʐu˧˥/ /li˧˥/ /suŋ˥˥/","Protective insulation","shuddering","Estimate closing","Tyrolean bag","Seeds not only water group","Ros PEAR Fox ladder song"
"DE","wiedergesehen","wiedergesehen:wiedergesehen","/viː.dɐ.ɡə.zeː.ən/","vegetarian","/ˌvɛd.ʒɪ.ˈtɛə.ɹi.ən/","wieder gehen","/viː.dɐ/ /ɡeː.ən/","ver de terre","/ve.də.ˈtɛʁ/","ビー 土 が ぜ 塩","/biː/ /do/ /ɡa/ /ze/ /eɴ/","膝 梯 茹 膝 恩","/ɕi˥˥/ /ti˥˥/ /ʐu˧˥/ /ɕi˥˥/ /ən˥˥/","seen again","vegetarian","go back","earthworm","B soil is why salt","Knee ladder and wore a knee well"
"DE","Sicherheitsgurt","Sicherheitsgurt:Sicherheitsgurt","/zɪ.çɐ.haɪt.sɡʊɐt/","Zacharias","/ˌzæ.kə.ˈɹaɪ.əs/","sicher scheitert","/zɪ.çɐ/ /ʃaɪ.tɛɐt/","décoration","/de.kɔ.ʁa.ˈsjo/","ず 乳 歯 手 語 田","/zu/ /t͡ɕi/ /ha/ /te/ /ɡo/ /ta/","鬚 鬚 鯊 匙 司 椅 司","/ɕy˥˥/ /ɕy˥˥/ /ʂa˥˥/ /tʂ˧˥/ /s˥˥/ /i˨˩˦/ /s˥˥/","Safety belt","Zacharias","sure fail","decoration","Without teeth get Japanese rice","鬚 鬚 shark key Division chairs Division"
"DE","zeitgemäß","zeitgemäß:zeitgemäß","/t͡saɪt.ɡə.meːs/","vitamin","/ˈvaɪ.tə.mɪn/","Zeit gemäß","/t͡saɪt/ /ɡeː.meːs/","tante remise","/tat/ /ʁə.ˈmiz/","唾 手 が 麺","/t͡su/ /te/ /ɡa/ /meɴ/","獺 匙 鼓 莓","/ta˨˩˦/ /tʂ˧˥/ /ku˨˩˦/ /mei˧˥/","up to date","vitamin","Time in accordance with","Aunt discount","Is saliva noodles.","Drum 獺 spoon Berry"
"DE","Massenartikel","Massenartikel:Massenartikel","/ma.sə.naɐ.tiː.kəl/","mathematical","/ˌmæ.θə.ˈmæ.tɪ.kəl/","Massen Titel","/ma.sən/ /tiː.təl/","masser antigel","/ma.ˈse/ /a.ti.ˈʒɛl/","ま サー 七 手 巻","/ma/ /saː/ /na/ /te/ /kaɴ/","媽 森 奶 梯 羹","/ma˥˥/ /sən˥˥/ /nai˨˩˦/ /ti˥˥/ /kəŋ˥˥/","Bulk goods","mathematical","Bulk title","massage antifreeze","Well Sir-7 hand winding","Ladder 媽 sum milk soup"
"DE","spätestens","spätestens:spätestens","/ʃpɛ.tə.ʃtɛns/","shelter Stans","/ˈʃɛl.təɹ/ /ʃtɑns/","schnellstens","/ʃnɛl.ʃtɛns/","spectateur","/spɛk.ta.ˈtœʁ/","死 手 死 ニ","/ʃi/ /te/ /ʃi/ /ni/","筆 梯 潭 司","/pi˨˩˦/ /ti˥˥/ /tan˧˥/ /s˥˥/","at the latest","shelter Stans","as soon as possible","Viewer","Death hand death (d)","Pen ladder Lake Division"
"DE","MitarbeiterBeurteilungsgespräch","MitarbeiterBeurteilungsgespräch:MitarbeiterBeurteilungsgespräch","/miː.taɐ.baɪ.tɐ.bɔɪɐ.taɪ.lʊnks.ɡə.ʃpʀeːç/","meteorological","/ˌmi.ti.ə.ɹə.ˈlɒd.ʒɪ.kəl/","Marktwert","/maɐkt.vɛɐt/","mettre à l'entreprise","/mɛ.tʁa.la.tʁə.ˈpʁiz/","水 田 万 手 ビー 絵 田 夜 木 が 死 塩","/mi/ /ta/ /baɴ/ /te/ /biː/ /e/ /ta/ /jo/ /ki/ /ɡa/ /ʃi/ /eɴ/","米 掏 百 土 獅 爺 檯 林 司 鵡 蹼 司","/mi˨˩˦/ /tau˥˥/ /pai˨˩˦/ /tu˨˩˦/ /ʂ˥˥/ /iɛ˧˥/ /tai˧˥/ /lin˧˥/ /s˥˥/ /u˨˩˦/ /pu˨˩˦/ /s˥˥/","Mitarbeiterbeurteilungsgespraech","meteorological","Market value","put the company","10,000 Paddy hand bee picture field, night trees death salt.","M pay hundred 獅 鵡 webbed Royal 檯 forest Division Division"
"DE","Wollkämmer","Wollkämmer:Wollkämmer","/vɔl.kɛ.mɐ/","Valkyrie","/væl.ˈkɪə.ɹi/","Wolke","/vɔl.kə/","voltiger","/vɔl.ti.ˈʒe/","土 木 目","/do/ /ki/ /me/","司 梨 閣 膜","/s˥˥/ /li˧˥/ /kɤ˧˥/ /mo˧˥/","Carder","Valkyrie","Cloud","flit","Civil engineering eye","閣 Division PEAR film"
"DE","hysterisch","hysterisch:hysterisch","/hʏ.ʃtə.ʀiːʃ/","historic","/hɪ.ˈstɔ.ɹɪk/","haste frisch","/ha.ʃtə/ /fʀiːʃ/","hystérique","/i.ste.ˈʁik/","氷 手 ジン","/hi/ /te/ /d͡ʑiɴ/","狐 燈 陵","/xu˧˥/ /təŋ˥˥/ /liŋ˧˥/","hysterical","historic","hurry fresh","hysterical","Ice hands Jin","Fox 燈 mausoleum"
"DE","Maschinensatz","Maschinensatz:Maschinensatz","/maː.ʃiː.nən.zaːt͡s/","machinery","/mə.ˈʃi.nə.ɹi/","Masche Ansatz","/maː.ʃə/ /aːn.zaːt͡s/","machine à écrire","/ma.ʃi.nae.ˈkʁiʁ/","ま 死 年 座","/ma/ /ʃi/ /neɴ/ /za/","媽 膝 嫩 樊","/ma˥˥/ /ɕi˥˥/ /nən˥˩/ /fan˧˥/","Machine set","machinery","Mesh approach","typewriter","Until death, za","Mama knee tender fan"
"DE","Wucherung Medizin","Wucherung:Wucherung Medizin:Medizin","/vuː.xə.ʀʊŋ/ /meː.diː.t͡siːn/","veterinarian","/ˌvɛ.tə.ɹə.ˈnɛə.ɹi.ən/","Währung merken","/veː.ʀʊŋ/ /meːɐ.kən/","versement initial","/vɛʁ.sə.mi.ni.ˈsjal/","ず 戸 湾 目 ビー 輪","/zu/ /ko/ /waɴ/ /me/ /biː/ /ɾiɴ/","拊 痕 虹 莓 梯 濱","/fu˨˩˦/ /xən˧˥/ /xuŋ˧˥/ /mei˧˥/ /ti˥˥/ /pin˥˥/","Proliferation of medicine","veterinarian","Note currency","initial payment","Without door Bay eye bee ring","Rainbow Berry ladder fondle marks bin"
"DE","Beschäftigung","Beschäftigung:Beschäftigung","/bə.ʃeːf.tiː.ɡʊŋ/","bewildering","/bɪ.ˈwɪl.də.ɹɪŋ/","Bischof Tagung","/biː.ʃoːf/ /ta.ɡʊŋ/","se fatiguer","/sə.fa.ti.ˈɡe/","ビー 死 手 群","/biː/ /ʃi/ /te/ /ɡuɴ/","朋 獅 蝮 梯 弓","/pəŋ˧˥/ /ʂ˥˥/ /fu˥˩/ /ti˥˥/ /kuŋ˥˥/","Employment","bewildering","Bishop Conference","getting tired","Bee death hands group","Friends lion deinagkistrodon ladder bow"
"DE","anbieten","anbieten:anbieten","/an.biː.tən/","uneven","/ʌn.ˈi.vən/","an bieten","/aːn/ /biː.tən/","abattement","/a.ba.ˈtəm/","案 ビー 痰","/aɴ/ /biː/ /taɴ/","鞍 筆 潭","/an˥˥/ /pi˨˩˦/ /tan˧˥/","offer","uneven","on offer","abatement","Plan bee phlegm","Saddle Pen Lake"
"DE","stuckierte","stuckierte:stuckierte","/ʃtʊ.kiːɐ.tə/","shopkeeper","/ˈʃɒp.ˌki.pəɹ/","strickte","/ʃtʀɪk.tə/","chuchoter","/ʃy.ʃɔ.ˈte/","死 木 手","/ʃi/ /ki/ /te/","土 羔 梯","/tu˨˩˦/ /kau˥˥/ /ti˥˥/","stuckierte","shopkeeper","knit","whisper","Death tree hands","Green ladder"
"DE","Reiseberichte","Reiseberichte:Reiseberichte","/ʀaɪ.zə.bə.ʀɪç.tə/","visibility","/ˌvɪ.zə.ˈbɪ.lɪ.ti/","Reise Beichte","/ʀaɪ.zə/ /beːɪç.tə/","amabilité","/a.ma.bi.li.ˈte/","矢 ず ビー 湾 手","/ja/ /zu/ /biː/ /waɴ/ /te/","奶 鬚 茹 司 司 土","/nai˨˩˦/ /ɕy˥˥/ /ʐu˧˥/ /s˥˥/ /s˥˥/ /tu˨˩˦/","Travel reports","visibility","Travel confession","kindness","Arrows without bee Bay hands","Milk 鬚 ru Division Division"
"DE","Schottenröcke","Schottenröcke:Schottenröcke","/ʃɔ.tə.nʀœ.kə/","shore Tanaka","/ʃɔɹ/ /tə.ˈnɑ.kə/","Schotter Röcke","/ʃɔ.tɐ/ /ʀœ.kə/","chaperonner","/ʃa.pə.ʁɔ.ˈne/","死 手 にゃ 戸","/ʃi/ /te/ /nja/ /ko/","鬚 梯 女 鼓","/ɕy˥˥/ /ti˥˥/ /ny˨˩˦/ /ku˨˩˦/","Tartan skirts","shore Tanaka","Gravel skirts","coping","Death hands the cat door","鬚 ladder women drum"
"DE","vereinsamen","vereinsamen:vereinsamen","/fɛɐ.ʔaɪn.zaː.mən/","feline seaman","/ˈfi.laɪn/ /ˈsi.mən/","Verein Samen","/fɛɐ.ʔaɪn/ /zaː.mən/","examen","/ɛɡ.za.ˈmɛn/","サー 歯 ニ 座 問","/saː/ /ha/ /ni/ /za/ /moɴ/","啡 潭 筏 門","/fei˥˥/ /tan˧˥/ /fa˧˥/ /mən˧˥/","feel alone","feline seaman","Club seeds","review","Sir teeth d-q","Brown and Tan raft Carmen"
"DE","übertrainiert","übertrainiert:übertrainiert","/yː.bɐ.tʀaːiː.niːɐt/","urinate","/ˈyʊə.ɹə.ˌneɪt/","über trainiert","/yː.bɐ/ /tʀaːiː.niːɐt/","obtenir","/ob.tə.ˈniʁ/","胃 ビー 手 胃 ニ 手","/i/ /biː/ /te/ /i/ /ni/ /te/","漁 菠 才 蜺 匙","/y˧˥/ /po˥˥/ /tsai˧˥/ /ni˧˥/ /tʂ˧˥/","overtrained","urinate","about training","get","Stomach stomach be hand in hand","Fisherman's bastion keep cicada spoon"
"DE","Durch Training wird man stark","Durch:durch Training:Training wird:wird man:man stark:stark","/dʊɐç/ /tʀaːiː.nɪŋ/ /vɪɐt/ /maːn/ /ʃtaɐk/","dictatorship","/dɪk.ˈteɪ.təɹ.ˌʃɪp/","durchdringt","/dʊɐç.dʀɪnkt/","district de Mackenzie","/di.stʁikt.də.ma.ka.ˈzi/","土 胃 手 胃 年 乳 手 ま 舎 戸","/do/ /i/ /te/ /i/ /neɴ/ /t͡ɕi/ /te/ /ma/ /ʃa/ /ko/","土 獅 檯 檸 椅 匙 蔓 獺 鼓","/tu˨˩˦/ /ʂ˥˥/ /tai˧˥/ /niŋ˧˥/ /i˨˩˦/ /tʂ˧˥/ /man˧˥/ /ta˨˩˦/ /ku˨˩˦/","Through training, it is strongly","dictatorship","penetrates","Mackenzie district","Soil gastric stomach, breasts hands well Hall House","獅 vine 獺 檯 檸 Chair spoon drums"
