"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"ZH","泰姬陵","泰姬陵:泰姬陵","/tai˥˩.tɕi˥˥.liŋ˧˥/","tie tree lung","/taɪ/ /tɹi/ /lʌŋ/","Tau Ski lang","/taʊ/ /skiː/ /laŋ/","Thaï t' chien lime","/tai/ /t/ /ʃi/ /lim/","田 胃 手 胃 ジン","/ta/ /i/ /te/ /i/ /d͡ʑiɴ/","迨 己 陵","/tai˥˩/ /tɕi˨˩˦/ /liŋ˧˥/","The Taj Mahal","tie tree lung","Guy skiing long","Thai you dog lime","Machida stomach get stomach Gin","Wait till Darling"
"ZH","注音符號","注音符號:注音符號","/tʂu˥˩.in˥˥.fu˧˥.xau˥˩/","chew e'en fou cow","/tʃu/ /in/ /fu/ /kaʊ/","Tuch in Schuh Schau","/tuːx/ /iːn/ /ʃuː/ /ʃaʊ/","trou hymne fou chat houx","/tʁu/ /imn/ /fu/ /ʃa/ /u/","手 兎 韻 酢 歯 兎","/te/ /u/ /iɴ/ /su/ /ha/ /u/","畜 茵 拊 暠","/tʂu˥˩/ /in˥˥/ /fu˨˩˦/ /xau˥˩/","Note Note number","chew e'en fou cow","Cloth shoe show","hole anthem crazy cat Holly","Hand rabbit rhyme vinegar rabbit teeth","Livestock main fondle white"
"ZH","塑料袋","塑料袋:塑料袋","/su˥˩.liau˥˩.tai˥˩/","sue Li ooh tie","/su/ /li/ /u/ /taɪ/","Schuh lieh Ei Tau","/ʃuː/ /liː/ /aɪ/ /taʊ/","sous lien houx Thaï","/su/ /li/ /u/ /tai/","酢 水 兎 田 胃","/su/ /mi/ /u/ /ta/ /i/","速 料 迨","/su˥˩/ /liau˥˩/ /tai˥˩/","Plastic bags","sue Li ooh tie","Shoe lent egg Tau","under link Holly Thai","Vinegar water rabbit Tanaka stomach","Rate wait till"
"ZH","東巴文化","東巴文化:東巴文化","/tuŋ˥˥.pa˥˥.uən˧˥.xua˥˩/","tongue pea ooh an shoe","/tʌŋ/ /pi/ /u/ /ən/ /ʃu/","tun passen Schuh","/tuːn/ /pa.sən/ /ʃuː/","touche pan houx nid chou as","/tuʃ/ /pa/ /u/ /ni/ /ʃu/ /a/","痰 パ 兎 ニ 酢 彼","/taɴ/ /pa/ /u/ /ni/ /su/ /a/","冬 芭 蚊 話","/tuŋ˥˥/ /pa˥˥/ /uən˧˥/ /xua˥˩/","Culture of East Pakistan","tongue pea ooh an shoe","do fit shoe","pan button Holly cabbage nest as","Phlegm PA rabbit in vinegar he","Sorbet mosquitoes in winter a message"
"ZH","急吼吼","急吼吼:急吼吼","/tɕi˧˥.xou˨˩˦.xou˨˩˦/","tree toe toe","/tɹi/ /toʊ/ /toʊ/","Tisch Schuh Schuh","/tiːʃ/ /ʃuː/ /ʃuː/","t' chien seau houx seau houx","/t/ /ʃi/ /so/ /u/ /so/ /u/","手 胃 戸 兎 戸 兎","/te/ /i/ /ko/ /u/ /ko/ /u/","己 猴 猴","/tɕi˨˩˦/ /xou˧˥/ /xou˧˥/","Time left","tree toe toe","Table shoe shoe","you dog bucket bucket Holly Holly","Hand stomach House Rabbit House Rabbit","Monkey monkey"
"ZH","馬可波羅","馬可波羅:馬可波羅","/ma˨˩˦.kɤ˨˩˦.po˥˥.luo˧˥/","ma key paw loon","/mɑ/ /ki/ /pɔ/ /lun/","Macke Popo","/ma.kə/ /poː.poː/","mât quand peau lent eau","/ma/ /ka/ /po/ /l/ /o/","ま 木 ポーク を","/ma/ /ki/ /poː.ku/ /o/","媽 閣 菠 蘿","/ma˥˥/ /kɤ˧˥/ /po˥˥/ /luo˧˥/","Panama Polo HB","ma key paw loon","Macke Popo","mat when skin slow water","May tree pork","媽 閣 Pineapple"
"ZH","悲劇缺陷","悲劇缺陷:悲劇缺陷","/pei˥˥.tɕy˥˩.tɕyɛ˥˥.ɕiɛn˥˩/","pay chew tea Ain sea en","/peɪ/ /tʃu/ /ti/ /ɛ/ /si/ /ɛn/","per Tüte Vieh n","/peːɐ/ /tyː.tə/ /fiː/ /n/","pis tu teint hein chien aine","/pi/ /ty/ /tɛ/ /ɛ/ /ʃi/ /ɛn/","ぺ 胃 手 手 絵 乳 ニ","/pe/ /i/ /te/ /te/ /e/ /t͡ɕi/ /ni/","悲 懼 爝 憲","/pei˥˥/ /tɕy˥˩/ /tɕyɛ˧˥/ /ɕiɛn˥˩/","Tragic Opera Bastille defects","pay chew tea Ain sea en","per bag cattle n","worse you dyed eh dog elder","Pettanko stomach hand hand painting breasts (d)","Sad the fear torch Constitution"
"ZH","法西斯","法西斯:法西斯","/fa˨˩˦.ɕi˥˥.s˥˥/","fee sea sea","/fi/ /si/ /si/","Vati es","/faː.tiː/ /eːs/","fée chien cent","/fe/ /ʃi/ /s/","差 乳 サー","/sa/ /t͡ɕi/ /saː/","筏 膝 司","/fa˧˥/ /ɕi˥˥/ /s˥˥/","The fascist","fee sea sea","Daddy it","one hundred dog fee","Difference between breasts Sir","Raft knee Secretary"
"ZH","實幹家","實幹家:實幹家","/ʂ˧˥.kan˥˩.tɕia˥˥/","shh can tree","/ʃ/ /kæn/ /tɹi/","f Kahn Tier","/f/ /kaːn/ /tiːɐ/","cent canne teint as","/s/ /kan/ /tɛ/ /a/","サー 巻 手 胃 彼","/saː/ /kaɴ/ /te/ /i/ /a/","獅 幹 蛺","/ʂ˥˥/ /kan˥˩/ /tɕia˧˥/","Implement Gan","shh can tree","f Kahn animal","one hundred cane dyed as","Sir volume hand stomach he","Lion Gan 蛺"
"ZH","你爭我奪","你爭我奪:你爭我奪","/ni˨˩˦.tʂəŋ˥˥.uo˨˩˦.tuo˧˥/","knee tongue ooze two","/ni/ /tʌŋ/ /uz/ /tu/","nie Tang Uhr Tuch","/niː/ /taŋ/ /uːɐ/ /tuːx/","nid traire houx eau tout eau","/ni/ /tʁɛʁ/ /u/ /o/ /tu/ /o/","ニ 痰 兎 弟","/ni/ /taɴ/ /u/ /o.to/","蜺 城 蝸 駝","/ni˧˥/ /tʂəŋ˧˥/ /uo˥˥/ /tuo˧˥/","Are you Zheng I duo","knee tongue ooze two","never Tang clock cloth","NID milking Holly water all water","(D) phlegm rabbit little brother","Cicada Wo 駝"
"ZH","弄巧成拙","弄巧成拙:弄巧成拙","/nuŋ˥˩.tɕiau˨˩˦.tʂəŋ˧˥.tʂuo˥˥/","noon tree ooh tongue chew","/nun/ /tɹi/ /u/ /tʌŋ/ /tʃu/","nun Tisch Ei Tang Tuch","/nuːn/ /tiːʃ/ /aɪ/ /taŋ/ /tuːx/","nous t' chien houx traire trou eau","/nu/ /t/ /ʃi/ /u/ /tʁɛʁ/ /tʁu/ /o/","ぬ 手 胃 兎 痰 手 兎 を","/nu/ /te/ /i/ /u/ /taɴ/ /te/ /u/ /o/","挵 膠 城 桌","/nuŋ˥˩/ /tɕiau˥˥/ /tʂəŋ˧˥/ /tʂuo˥˥/","Had overplayed its hand","noon tree ooh tongue chew","now table egg Tang cloth","We make dog Holly milking hole water","Gone hand stomach rabbit phlegm hand rabbit","Nong adhesive table"
"ZH","菜市場","菜市場:菜市場","/tsai˥˩.ʂ˥˩.tʂaŋ˨˩˦/","chow shh tongue","/tʃaʊ/ /ʃ/ /tʌŋ/","Tau f Tang","/taʊ/ /f/ /taŋ/","Thaï cent t' ange","/tai/ /s/ /t/ /aʒ/","手 差 胃 胃 痰","/te/ /sa/ /i/ /i/ /taɴ/","菜 舐 張","/tsai˥˩/ /ʂ˥˩/ /tʂaŋ˥˥/","Food market access","chow shh tongue","Guy Tang f","One hundred Thai you Angel","Hand difference between stomach stomach phlegm","Food licking Zhang"
"ZH","旱澇保收","旱澇保收:旱澇保收","/xan˥˩.lau˥˩.pau˨˩˦.ʂou˥˥/","Gent lie pie toe","/xɛnt/ /laɪ/ /paɪ/ /toʊ/","Kahn lau Pack Schuh","/kaːn/ /laʊ/ /pak/ /ʃuː/","canne las houx pan houx seau houx","/kan/ /la/ /u/ /pa/ /u/ /so/ /u/","巻 矢 兎 パ 兎 女 兎","/kaɴ/ /ja/ /u/ /pa/ /u/ /d͡ʑo/ /u/","旱 酪 袍 首","/xan˥˩/ /lau˥˩/ /pau˧˥/ /ʂou˨˩˦/","Dry Lao problems","Gent lie pie toe","Kahn lau Pack shoe","cane las Holly pan Holly bucket Holly","Winding arrow rabbit PA rabbit female rabbit","Dry dairy robe"
"ZH","珍珠奶茶","珍珠奶茶:珍珠奶茶","/tʂən˥˥.tʂu˥˥.nai˨˩˦.tʂa˧˥/","chin chew knee chow","/tʃɪn/ /tʃu/ /ni/ /tʃaʊ/","tun Kuh Narr Tag","/tuːn/ /kuː/ /naɐ/ /taːk/","t' aine trou nid toit","/t/ /ɛn/ /tʁu/ /ni/ /twa/","テント 兎 七 胃 田","/ten.to/ /u/ /na/ /i/ /ta/","枕 廚 奶 衩","/tʂən˨˩˦/ /tʂu˧˥/ /nai˨˩˦/ /tʂa˨˩˦/","Pearl milk tea","chin chew knee chow","do cow fool day","You elder hole nest roof","7 Tent rabbit stomach rice","Pillow a surname milk openings"
"ZH","飛躍道","飛躍道:飛躍道","/fei˥˥.yɛ˥˩.tau˥˩/","fay ewe tie","/feɪ/ /yu/ /taɪ/","Vieh Ohr Tau","/fiː/ /oːɐ/ /taʊ/","fée muet temps houx","/fe/ /myɛ/ /ta/ /u/","背 胃 絵 田 兎","/se/ /i/ /e/ /ta/ /u/","啡 月 套","/fei˥˥/ /yɛ˥˩/ /tau˥˩/","Flying Yue road","fay ewe tie","Livestock ear Tau","fairy mute time Holly","Tall stomach picture field, rabbit","Brown months"
"ZH","組織胺","組織胺:組織胺","/tsu˨˩˦.tʂ˥˥.an˥˩/","chew tea inn","/tʃu/ /ti/ /ɪn/","Tuch Tisch an","/tuːx/ /tiːʃ/ /aːn/","t' sous teint Anne","/t/ /su/ /tɛ/ /an/","手 酢 手 案","/te/ /su/ /te/ /aɴ/","組 匙 案","/tsu˨˩˦/ /tʂ˧˥/ /an˥˩/","Histamine","chew tea inn","Cloth table","you under dyed Anne","Get vinegar hand draft","Zu spoon"
"ZH","中草藥","中草藥:中草藥","/tʂuŋ˥˥.tsau˨˩˦.iau˥˩/","tongue chow e ooh","/tʌŋ/ /tʃaʊ/ /i/ /u/","tun Tau Ei","/tuːn/ /taʊ/ /aɪ/","touche t' sang houx riz houx","/tuʃ/ /t/ /sa/ /u/ /ʁi/ /u/","手 運 差 兎 胃 兎","/te/ /uɴ/ /sa/ /u/ /i/ /u/","鐘 澡 藥","/tʂuŋ˥˥/ /tsau˨˩˦/ /iau˥˩/","Grass in a surname","tongue chow e ooh","do egg Tau","button you blood rice Holly Holly","Hand luck difference rabbit stomach rabbit","Clock shower a surname"
"ZH","無濟於事","無濟於事:無濟於事","/u˧˥.tɕi˥˩.y˧˥.ʂ˥˩/","ooh tree yaw","/u/ /tɹi/ /y.ɔ/","Uhr Ski Yen","/uːɐ/ /skiː/ /yː.ən/","houx tribu cent","/u/ /tʁi.ˈby/ /s/","兎 手 胃 絵 胃","/u/ /te/ /i/ /e/ /i/","鵡 寄 漁 舐","/u˨˩˦/ /tɕi˥˩/ /y˧˥/ /ʂ˥˩/","The limitation of JI","ooh tree yaw","Watch ski Yen","Holly tribe cent","Rabbit hand stomach picture stomach","鵡 send fisherman's bastion licking"
"ZH","李成桂","李成桂:李成桂","/li˨˩˦.tʂəŋ˧˥.kuei˥˩/","Li tongue coo e","/li/ /tʌŋ/ /ku/ /i/","lieh Tang Kuh in","/liː/ /taŋ/ /kuː/ /iːn/","lien traire cou eau","/li/ /tʁɛʁ/ /ku/ /o/","ニ タンク 胃","/ni/ /taŋ.ku/ /i/","梨 城 櫃","/li˧˥/ /tʂəŋ˧˥/ /kuei˥˩/","Li Chenggui","Li tongue coo e","Tang lent cow in","link milking neck water","(D) tank stomach","Licheng 櫃"
"ZH","貪贓枉法","貪贓枉法:貪贓枉法","/tan˥˥.tsaŋ˥˥.uaŋ˨˩˦.fa˨˩˦/","tan twang ooh eye fee","/tæn/ /twæŋ/ /u/ /aɪ/ /fi/","Tanz Tang rang Vieh","/tant͡s/ /taŋ/ /ʀaŋ/ /fiː/","taille t' salle houx alpha","/taj/ /t/ /sal/ /u/ /al.ˈfa/","痰 さん 兎 安価","/taɴ/ /saɴ/ /u/ /aŋ.ka/","潭 艙 網 筏","/tan˧˥/ /tsaŋ˥˥/ /uaŋ˨˩˦/ /fa˧˥/","貪 贓 pervert","tan twang ooh eye fee","Dance rank Tang cattle","size you room Holly alpha","Lunger's rabbit less expensive","TAM 艙: temporary staffing ･ raft"
"ZH","劫富濟貧","劫富濟貧:劫富濟貧","/tɕiɛ˧˥.fu˥˩.tɕi˥˩.pin˧˥/","tree Ain fou tree pin","/tɹi/ /ɛ/ /fu/ /tɹi/ /pɪn/","Tier Vati Gin","/tiːɐ/ /faː.tiː/ /ɡiːn/","train fou tien peine","/tʁɛ/ /fu/ /ti/ /pɛn/","手 胃 酢 手 胃 ピン","/te/ /i/ /su/ /te/ /i/ /piɴ/","階 蝮 寄 濱","/tɕiɛ˥˥/ /fu˥˩/ /tɕi˥˩/ /pin˥˥/","Steal from the rich and JI 貧","tree Ain fou tree pin","Animal dad Gin","train crazy tien penalty","Hand stomach vinegar get stomach pin","Send 階 deinagkistrodon bin"
"ZH","性激素","性激素:性激素","/ɕiŋ˥˩.tɕi˥˥.su˥˩/","thing tree sue","/θɪŋ/ /tɹi/ /su/","Fink Tisch Schuh","/fɪŋ/ /tiːʃ/ /ʃuː/","ciment tien sous","/sim/ /ti/ /su/","信 手 胃 酢","/ʃiɴ/ /te/ /i/ /su/","杏 己 速","/ɕiŋ˥˩/ /tɕi˨˩˦/ /su˥˩/","Sex hormones","thing tree sue","Fink table shoe","tien under cement","Shin hands stomach vinegar","Apricot speed"
"ZH","觸手可及","觸手可及:觸手可及","/tʂu˥˩.ʂou˨˩˦.kɤ˨˩˦.tɕi˧˥/","chew toe key tree","/tʃu/ /toʊ/ /ki/ /tɹi/","Tuch Schuh Kuh Tisch","/tuːx/ /ʃuː/ /kuː/ /tiːʃ/","trou seau houx quand tien","/tʁu/ /so/ /u/ /ka/ /ti/","手 兎 女 兎 木 手 胃","/te/ /u/ /d͡ʑo/ /u/ /ki/ /te/ /i/","畜 首 閣 己","/tʂu˥˩/ /ʂou˨˩˦/ /kɤ˧˥/ /tɕi˨˩˦/","觸 hands and","chew toe key tree","Cloth shoe cow table","hole bucket Holly when tien","Hand rabbit woman rabbit wood hand stomach","閣 livestock"
"ZH","氣呼呼","氣呼呼:氣呼呼","/tɕi˥˩.xu˥˥.xu˥˥/","tree shoe shoe","/tɹi/ /ʃu/ /ʃu/","Tisch Schuh Schuh","/tiːʃ/ /ʃuː/ /ʃuː/","tien chou chou","/ti/ /ʃu/ /ʃu/","手 胃 酢 酢","/te/ /i/ /su/ /su/","寄 狐 狐","/tɕi˥˩/ /xu˧˥/ /xu˧˥/","It was whistling","tree shoe shoe","Table shoe shoe","chou chou TIEN","Hand stomach vinegar vinegar","Send Fox Fox"
"ZH","半裸體","半裸體:半裸體","/pan˥˩.luo˨˩˦.ti˨˩˦/","pan loon tea","/pæn/ /lun/ /ti/","Pein Flur Tisch","/paɪn/ /fluːɐ/ /tiːʃ/","panne lent eau tien","/pan/ /l/ /o/ /ti/","パンツ を 里","/pan.t͡su/ /o/ /ɾi/","袢 蘿 梯","/pan˥˩/ /luo˧˥/ /ti˥˥/","Half naked, TI","pan loon tea","Pein hallway table","crashes slow water tien","Pants-no-Sato.","Loop 蘿 ladder"
