"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"EN","Collingwood","Collingwood:Collingwood","/ˈkɒ.lɪŋ.ˌwʊd/","calling wood","/ˈkɔ.lɪŋ/ /wʊd/","klingen","/klɪŋ.ɡən/","collision","/kɔ.liz.ˈjo/","戸 麺 湾","/ko/ /meɴ/ /waɴ/","褲 陵 獅 司","/ku˥˩/ /liŋ˧˥/ /ʂ˥˥/ /s˥˥/","Collingwood","calling wood","sound","collision","House noodle Bay","Ling 獅 Trousers Division"
"EN","firepan","firepan:firepan","/ˈfaɪ.əɹ.ˌpæn/","fire pan","/faɪ.əɹ/ /pæn/","feilen Fan","/faɪ.lən/ /faːn/","phare Eden","/faʁ/ /ə.ˈdɛn/","差 塩 パン","/sa/ /eɴ/ /paɴ/","筏 兒 盤","/fa˧˥/ /ər˧˥/ /pan˧˥/","firepan","fire pan","file fan","Lighthouse Eden","Difference between salt pan","Craft Ni, a State in the Zhou Dynasty Pan"
"EN","veteran","veteran:veteran","/ˈvɛ.tə.ɹən/","vera ran","/ˈvɛ.ɹə/ /ɹæn/","Veteran","/fɛ.tə.ʀaːn/","vin Eden","/vɛ/ /ə.ˈdɛn/","蛇 手 胃 ニ","/d͡ʑa/ /te/ /i/ /ni/","蝮 獺 森","/fu˥˩/ /ta˨˩˦/ /sən˥˥/","veteran","vera ran","Veteran","wine Eden","Snake hand stomach (d)","Deinagkistrodon 獺 sum"
"EN","Killingly","Killingly:Killingly","/ˈkɪ.lɪŋ.li/","killing Li","/ˈkɪ.lɪŋ/ /li/","Klinge","/klɪŋ.ɡə/","colonie","/kɔ.lo.ˈni/","木 麺 水","/ki/ /meɴ/ /mi/","褲 陵 梨","/ku˥˩/ /liŋ˧˥/ /li˧˥/","Killingly","killing Li","Blade","colony","Wooden noodles water","Trousers Imperial tomb of PEAR"
"EN","Seconal","Seconal:Seconal","/ˈsɛ.kə.ˌnɔl/","second","/ˈsɛ.kənd/","Decke soll","/dɛ.kə/ /zɔl/","sein canal","/sɛ/ /ka.ˈnal/","サー 戸 年","/saː/ /ko/ /neɴ/","色 鼓 囡","/sɤ˥˩/ /ku˨˩˦/ /nan˥˥/","Seconal","second","Ceiling should","Breast channel","Sir House,","Color drum child"
"EN","contiguity","contiguity:contiguity","/ˌkɒn.tɪ.ˈɡyu.ɪ.ti/","conduit cutie","/ˈkɒn.dwɪt/ /ˈkyu.ti/","Kontinuität","/kɔn.tiː.nuː.iː.teːt/","continuer outil","/ko.ti.ˈnye/ /u.ˈti/","根 手 具 絵 里","/koɴ/ /te/ /ɡu/ /e/ /ɾi/","桿 梯 壻 鵡 椅 梯","/kan˨˩˦/ /ti˥˥/ /ɕy˥˩/ /u˨˩˦/ /i˨˩˦/ /ti˥˥/","contiguity","conduit cutie","Continuity","continue tool","ERI roots hand tools","Rod ladder Xu 鵡 Chair ladder"
"EN","sibilate","sibilate:sibilate","/ˈsɪ.bə.ˌleɪt/","Sybil late","/ˈsɪ.bəl/ /leɪt/","Silbe leid","/zɪl.bə/ /laɪt/","ciboulette","/si.bu.ˈlɛt/","サー ビー 音 手","/saː/ /biː/ /ne/ /te/","色 菠 蕾","/sɤ˥˩/ /po˥˥/ /lei˨˩˦/","sibilate","Sybil late","Tired of syllable","chives","Sir b sound hands","Keep Ray"
"EN","infrared","infrared:infrared","/ˌɪn.fɹə.ˈɹɛd/","infer red","/ɪn.ˈfɜɹ/ /ɹɛd/","in Flammen","/ɪn.fla.mən/","alphabet","/al.fa.ˈbɛ/","インチ 胃 土","/in.t͡ɕi/ /i/ /do/","茵 拊 焰","/in˥˥/ /fu˨˩˦/ /iɛn˥˩/","infrared","infer red","in flames","alphabet","Inch stomach Saturday","DOI fondle flame"
"EN","octopod","octopod:octopod","/ˈɒk.tə.ˌpɒd/","octave pod","/ˈɒk.tɪv/ /pɒd/","Oktober","/oːk.toː.bɐ/","antipode","/a.ti.ˈpɔd/","木 手 パン","/ki/ /te/ /paɴ/","褲 燈 盆","/ku˥˩/ /təŋ˥˥/ /pən˧˥/","octopod","octave pod","October","antipode","Wood hand Pan","Trousers 燈 basin"
"EN","hardscrabble","hardscrabble:hardscrabble","/ˈhɑɹd.ˌskɹæ.bəl/","hard scrabble","/hɑɹd/ /ˈskɹæ.bəl/","Halskette","/haːl.skɛ.tə/","casserole","/ka.sə.ˈʁɔl/","歯 土 酢 絵 便","/ha/ /do/ /su/ /e/ /beɴ/","鶴 獅 司 鯊 森","/xɤ˥˩/ /ʂ˥˥/ /s˥˥/ /ʂa˥˥/ /sən˥˥/","hardscrabble","hard scrabble","Necklace","Pan","Teeth sat vinegar picture flights","Shark 鶴 獅 Division sum"
"EN","quixotic","quixotic:quixotic","/kwɪk.ˈsɒ.tɪk/","quick sonic","/kwɪk/ /ˈsɒ.nɪk/","quitt Sittich","/kvɪt/ /zɪ.tɪç/","quoique sentir","/kwak/ /sa.ˈtiʁ/","木 木 酢 手 木","/ki/ /ki/ /su/ /te/ /ki/","鼓 鼓 速 梯","/ku˨˩˦/ /ku˨˩˦/ /su˥˩/ /ti˥˥/","quixotic","quick sonic","even parakeet","though feel","Wood against vinegar hand","Drum drum velocity gradient"
"EN","deaminase","deaminase:deaminase","/di.ˈæ.mə.ˌneɪs/","dean menace","/din/ /ˈmɛ.nɪs/","Diamant","/diː.aː.mant/","dire menace","/diʁ/ /mə.ˈnas/","土 絵 水 音 サー","/do/ /e/ /mi/ /ne/ /saː/","梯 臆 拇 蜺 司","/ti˥˥/ /i˥˩/ /mu˨˩˦/ /ni˧˥/ /s˥˥/","deaminase","dean menace","Diamond","say threatens","Soil painting water Sir","Ladder conjectures thumb cicada Division"
"EN","cation","cation:cation","/ˈkæt.ˌaɪ.ən/","cat ion","/kæt/ /ˈaɪ.ən/","Katzen","/kaːt.t͡sən/","conte canon","/kot/ /ka.ˈno/","木 彼 塩","/ki/ /a/ /eɴ/","刻 匙 壒 恩","/kɤ˥˩/ /tʂ˧˥/ /ai˥˩/ /ən˥˥/","cation","cat ion","Cats","fairy tale canon","Wood his salt","Carved spoons dust ex"
"EN","karyosome","karyosome:karyosome","/ˈkæ.ɹi.ə.ˌsoʊm/","carry arose","/ˈkæ.ɹi/ /ə.ˈɹoʊz/","Karriere Zaum","/ka.ʀiː.ʀə/ /t͡saʊm/","caleçon","/ka.lə.ˈso/","カー ニ 兎 ソ ま","/kaː/ /ni/ /u/ /so/ /ma/","刻 梨 漁 嗽","/kɤ˥˩/ /li˧˥/ /y˧˥/ /sou˥˩/","karyosome","carry arose","Career bridle","Boxer","Kerr (d) rabbit SEO.","Carved PEAR fisherman's bastion cough"
"EN","fabliau","fabliau:fabliau","/ˈfæ.bli.ˌoʊ/","fallow","/ˈfæ.loʊ/","Februar","/fɛ.bʀuː.aːɐ/","fabriquer","/fa.bʁi.ˈke/","サー ビー おん","/saː/ /biː/ /oɴ/","筏 梨 謳","/fa˧˥/ /li˧˥/ /ou˥˥/","fabliau","fallow","February","manufacture","Sir b-on","Raft PEAR 謳"
"EN","eclosion","eclosion:eclosion","/ɪ.ˈkloʊ.ʒən/","inn closure","/ɪn/ /ˈkloʊ.ʒəɹ/","erloschen","/ɛ.ʀloː.ʃən/","allonger","/a.lo.ˈʒe/","胃 戸 胃 ニ","/i/ /ko/ /i/ /ni/","椅 垢 人","/i˨˩˦/ /kou˥˩/ /ʐən˧˥/","eclosion","inn closure","went out","lengthen","Stomach stomach door (d)","Scale Chair person"
"EN","eonian","eonian:eonian","/i.ˈoʊ.ni.ən/","io neon","/ˈi.oʊ/ /ˈni.ɒn/","Ironie an","/iː.ʀoː.niː/ /aːn/","ironie aine","/i.ʁo.ˈni/ /ɛn/","胃 おん ニ 塩","/i/ /oɴ/ /ni/ /eɴ/","椅 謳 蜺 恩","/i˨˩˦/ /ou˥˥/ /ni˧˥/ /ən˥˥/","eonian","io neon","Irony on","irony elder","Stomach-on (d) salt","Grace chairs 謳 cicada"
"EN","Anglicism","Anglicism:Anglicism","/ˈæŋ.ɡlə.ˌsɪ.zəm/","angling ism","/ˈæŋ.ɡlɪŋ/ /ˈɪ.zəm/","angleichen","/aŋ.ɡlaɪ.çən/","anglicisme","/a.ɡli.ˈsism/","塩 が サー ず","/eɴ/ /ɡa/ /saː/ /zu/","硬 梨 色 森","/iŋ˥˩/ /li˧˥/ /sɤ˥˩/ /sən˥˥/","Anglicism","angling ism","align","anglicism","Salt is Sir without","Hard PEAR color sum"
"EN","molybdenite","molybdenite:molybdenite","/mə.ˈlɪb.də.ˌnaɪt/","mallet tonight","/ˈmæ.lɪt/ /tə.ˈnaɪt/","Melodie Neid","/meː.loː.diː/ /naɪt/","mélodie menthe","/me.lɔ.ˈdi/ /mat/","水 胃 ビー 土 七 手","/mi/ /i/ /biː/ /do/ /na/ /te/","拇 曆 梯 鈉 獅","/mu˨˩˦/ /li˥˩/ /ti˥˥/ /na˥˩/ /ʂ˥˥/","molybdenite","mallet tonight","Melody envy","Melody Mint","Stomach b soil seven hands","Thumb 曆 ladder caproic 獅"
"EN","blatherskite","blatherskite:blatherskite","/ˈblæ.ðəɹ.ˌskaɪt/","bladder skate","/ˈblæ.dəɹ/ /skeɪt/","Bitterkeit","/bɪ.tɐ.kaɪt/","betterave","/bɛ.tə.ˈʁav/","ビー 線 サー 手","/biː/ /seɴ/ /saː/ /te/","曆 森 司 卡 匙","/li˥˩/ /sən˥˥/ /s˥˥/ /ka˨˩˦/ /tʂ˧˥/","blatherskite","bladder skate","Bitterness","beet","Bee line Sir hands","曆 sum Division of card keys"
"EN","pachydermatous","pachydermatous:pachydermatous","/ˌpæ.kɪ.ˈdɜɹ.mə.təs/","package thermos","/ˈpæ.kɪdʒ/ /ˈθɜɹ.məs/","phänomenal","/p.heː.noː.mə.naːl/","préservatif","/pʁe.zɛʁ.va.ˈtif/","パ 木 弾 水 手","/pa/ /ki/ /daɴ/ /mi/ /te/","爸 鼓 舐 獅 拇 子","/pa˥˩/ /ku˨˩˦/ /ʂ˥˩/ /ʂ˥˥/ /mu˨˩˦/ /ts˨˩˦/","pachydermatous","package thermos","phenomenal","condom","PA tree elastic water hand","Dad licking 獅 drum thumb"
"EN","trisoctahedron","trisoctahedron:trisoctahedron","/tɹɪs.ˌɒk.tə.ˈhi.dɹən/","trickster heron","/ˈtɹɪk.stəɹ/ /ˈhɛ.ɹən/","tätowieren","/tə.tɔ.viː.ʀən/","tricoter titane","/tʁi.kɔ.ˈte/ /ti.ˈtan/","手 サー 木 手 氷 土 ニ","/te/ /saː/ /ki/ /te/ /hi/ /do/ /ni/","子 司 鼓 燈 戲 獅 恩","/ts˨˩˦/ /s˥˥/ /ku˨˩˦/ /təŋ˥˥/ /ɕi˥˩/ /ʂ˥˥/ /ən˥˥/","trisoctahedron","trickster heron","tattoo","knit titanium","Hand Sir wood hand ice soil (d)","Sigu 燈 just takes the 獅 ex"
"EN","earthenware","earthenware:earthenware","/ˈɜɹ.θən.ˌwɛəɹ/","earthy wear","/ˈɜɹ.θi/ /wɛəɹ/","Ehrenwort","/eː.ʀən.vɔɐt/","archevêque","/aʁ.ʃə.ˈvɛk/","塩 線 湾","/eɴ/ /seɴ/ /waɴ/","佴 森 爺 兒","/ər˥˩/ /sən˥˥/ /iɛ˧˥/ /ər˧˥/","earthenware","earthy wear","Scout's honor","Archbishop","Salt line Bay","You sum Royal son"
"EN","masterly","masterly:masterly","/ˈmæ.stəɹ.li/","master Li","/ˈmæ.stəɹ/ /li/","Makrele","/ma.kʀə.lə/","matelas","/ma.tə.ˈla/","水 線 水","/mi/ /seɴ/ /mi/","榪 司 凳 梨","/ma˥˩/ /s˥˥/ /təŋ˥˩/ /li˧˥/","masterly","master Li","Mackerel","mattress","Water line water","Ma Division of stool PEAR"
"EN","socialize","socialize:socialize","/ˈsoʊ.ʃə.ˌlaɪz/","social size","/ˈsoʊ.ʃəl/ /saɪz/","Wäscherei","/vɛ.ʃə.ʀaɪ/","socialisme","/so.sja.ˈlism/","ソ 死 矢 ず","/so/ /ʃi/ /ja/ /zu/","嗽 鬚 蠟 獅","/sou˥˩/ /ɕy˥˥/ /la˥˩/ /ʂ˥˥/","socialize","social size","Laundry","socialism","Soviet death arrows without","Speaker 鬚 蠟 獅"
"EN","McKenzie","McKenzie:McKenzie","/mə.ˈkɛn.zi/","Menzies","/ˈmɛn.ziz/","Mücken sie","/mʏ.kən/ /ziː/","Mackenzie","/ma.ka.ˈzi/","水 感じ","/mi/ /kan.d͡ʑi/","拇 幹 膝","/mu˨˩˦/ /kan˥˩/ /ɕi˥˥/","McKenzie","Menzies","Mosquitoes they","Mackenzie","Water feeling","Thumb Gan knee"
"EN","supervision","supervision:supervision","/ˌsu.pəɹ.ˈvɪ.ʒən/","super vision","/ˈsu.pəɹ/ /ˈvɪ.ʒən/","zugewiesen","/t͡suː.ɡə.viː.zən/","superficiel","/sy.pɛʁ.fi.ˈsjɛl/","酢 パン ビー 胃 ニ","/su/ /paɴ/ /biː/ /i/ /ni/","速 盆 戲 人","/su˥˩/ /pən˧˥/ /ɕi˥˩/ /ʐən˧˥/","supervision","super vision","assigned to","superficial","Vinegar bread bee stomach (d)","Speed just takes people"
"EN","fealty","fealty:fealty","/ˈfi.əl.ti/","fecal tea","/ˈfi.kəl/ /ti/","Falte","/fal.tə/","fait alto","/fɛ/ /al.ˈto/","乳 塩 里","/t͡ɕi/ /eɴ/ /ɾi/","蝮 兒 梯","/fu˥˩/ /ər˧˥/ /ti˥˥/","fealty","fecal tea","Fold","fact alto","Milk salt village","Deinagkistrodon my ladder"
"EN","displacement","displacement:displacement","/dɪs.ˈpleɪ.smənt/","Dis placement","/dɪs/ /ˈpleɪ.smənt/","Diplomat","/dɪ.ploː.maːt/","diplôme","/di.ˈplom/","弾 ペン 酢 ニ","/daɴ/ /peɴ/ /su/ /ni/","司 司 類 司 門 匙","/s˥˥/ /s˥˥/ /lei˥˩/ /s˥˥/ /mən˧˥/ /tʂ˧˥/","displacement","Dis placement","Diplomat","Diploma","Bullet pen vinegar (d)","Division Division class Carmen spoons"
"EN","warehouseman","warehouseman:warehouseman","/ˈwɛəɹ.ˌhaʊ.smən/","warehouse seaman","/ˈwɛəɹ.ˌhaʊs/ /ˈsi.mən/","verhauen","/fɛɐ.haʊ.ən/","recensement","/ʁə.sa.ˈsəm/","湾 歯 酢 ニ","/waɴ/ /ha/ /su/ /ni/","耜 兒 嚆 司 門","/s˥˩/ /ər˧˥/ /xau˥˥/ /s˥˥/ /mən˧˥/","warehouseman","warehouse seaman","spanking","Census","Bay dental vinegar (d)","SI Ni, a State in the Zhou Dynasty 构词成分。 Secretary Carmen"
"EN","disinvite","disinvite:disinvite","/ˌdɪ.sɪn.ˈvaɪt/","dit invite","/dɪt/ /ɪn.ˈvaɪt/","distanziert","/dɪ.ʃtan.t͡siːɐt/","découverte","/de.ku.ˈvɛʁt/","土 線 蛇 手","/do/ /seɴ/ /d͡ʑa/ /te/","弟 森 筏 匙","/ti˥˩/ /sən˥˥/ /fa˧˥/ /tʂ˧˥/","disinvite","dit invite","distances","Discovery","Soil lines snake hand","Brother sum craft spoons"
"EN","proconsulate","proconsulate:proconsulate","/pɹoʊ.ˈkɒn.sə.lɪt/","proton salute","/ˈpɹoʊ.tɒn/ /sə.ˈlut/","pro Konsulat","/pʀoː/ /koːn.zuː.laːt/","prochaine squelette","/pʁo.ˈʃɛn/ /skə.ˈlɛt/","ぽん 根 サー 胃 手","/poɴ/ /koɴ/ /saː/ /i/ /te/","剖 幹 森 林","/pou˥˥/ /kan˥˩/ /sən˥˥/ /lin˧˥/","proconsulate","proton salute","each Consulate","next skeleton","Pop cock Sir stomach hands","Profile Gan forest"
"EN","diriment","diriment:diriment","/ˈdɪ.ɹə.mənt/","dormant","/ˈdɔɹ.mənt/","Diamant","/diː.aː.mant/","dynamite","/di.na.ˈmit/","土 夜 水 手","/do/ /jo/ /mi/ /te/","弟 拇 門","/ti˥˩/ /mu˨˩˦/ /mən˧˥/","diriment","dormant","Diamond","Dynamite","Saturday evening water hands.","Thumb Carmen"
"EN","containerboard","containerboard:containerboard","/kən.ˈteɪ.nəɹ.ˌbɔɹd/","contained board","/kən.ˈteɪnd/ /bɔɹd/","Kontinente","/kɔn.tiː.nən.tə/","continuer","/ko.ti.ˈnye/","巻 手 年 ビー 土","/kaɴ/ /te/ /neɴ/ /biː/ /do/","啃 蜨 嫩 菠 獅","/kən˨˩˦/ /tiɛ˧˥/ /nən˥˩/ /po˥˥/ /ʂ˥˥/","containerboard","contained board","Continents","continue","Volume hand bee sat","Die nun keep gnawing 獅"
"EN","soever","soever:soever","/soʊ.ˈɛ.vəɹ/","sew ever","/soʊ/ /ˈɛ.vəɹ/","soeben","/zoː.ə.bən/","songe rêver","/soʒ/ /ʁɛ.ˈve/","ソ 絵 便","/so/ /e/ /beɴ/","蒐 臆 森","/sou˥˥/ /i˥˩/ /sən˥˥/","soever","sew ever","just","dream dream","SEO picture flights","Acquisition of subjective sum"
"EN","systematize","systematize:systematize","/ˈsɪ.stə.mə.ˌtaɪz/","system size","/ˈsɪ.stəm/ /saɪz/","systematisch","/zʏ.ʃtə.maː.tiːʃ/","système tante","/si.ˈstɛm/ /tat/","サー 手 水 田 ず","/saː/ /te/ /mi/ /ta/ /zu/","色 司 弟 拇 獺 司","/sɤ˥˩/ /s˥˥/ /ti˥˩/ /mu˨˩˦/ /ta˨˩˦/ /s˥˥/","systematize","system size","systematically","System aunt","Sir hands paddy without","Division hallux 獺 Division"
"EN","anality","anality:anality","/eɪ.ˈnæ.lɪ.ti/","anal city","/ˈeɪnl/ /ˈsɪ.ti/","Analogie","/aː.naː.loː.ɡiː/","analogie","/a.na.lo.ˈʒi/","絵 ニ ニ 手","/e/ /ni/ /ni/ /te/","誒 逆 梨 梯","/ei˥˥/ /ni˥˩/ /li˧˥/ /ti˥˥/","anality","anal city","Analogy","analogy","Picture (d) (d) hand","EI inverse PEAR ladder"
"EN","accentual","accentual:accentual","/æk.ˈsɛnt.ʃu.əl/","accent duel","/ˈæk.sɛnt/ /ˈdu.əl/","Akzent Schüssel","/aːk.t͡sɛnt/ /ʃʏ.səl/","acceptable","/ak.sɛp.ˈtabl/","木 サー 手 衆 塩","/ki/ /saː/ /te/ /ʃu/ /eɴ/","鼓 森 狐 兒","/ku˨˩˦/ /sən˥˥/ /xu˧˥/ /ər˧˥/","accentual","accent duel","Accent Bowl","acceptable","Tree Sir hand Secretary of salt","Drums Sam Fox Ni, a State in the Zhou Dynasty"
"EN","Pereira","Pereira:Pereira","/pə.ˈɹɛə.ɹə/","prairie","/ˈpɹɛə.ɹi/","Palette","/paː.lɛ.tə/","paletot","/pa.lə.ˈto/","パ 胃 絵 夜","/pa/ /i/ /e/ /jo/","菠 頁 驢","/po˥˥/ /iɛ˥˩/ /ly˧˥/","Pereira","prairie","Range","overlap","PA stomach pictures at night","Keep page 驢"
"EN","demirep","demirep:demirep","/ˈdɛ.mi.ˌɹɛp/","deli rep","/ˈdɛ.li/ /ɹɛp/","dame Depp","/daː.mə/ /dɛp/","demi guêpe","/də.ˈmi/ /ɡɛp/","土 水 矢","/do/ /mi/ /ja/","弟 米 獅 蓽","/ti˥˩/ /mi˨˩˦/ /ʂ˥˥/ /pi˥˩/","demirep","deli rep","women's depression","half-WaSP","Soil water arrows.","獅 brother m 蓽"
