"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"FR","satellite","satellite:satellite","/sa.tɛ.ˈlit/","stellar","/ˈstɛ.ləɹ/","Satellit","/zaː.tɛ.liːt/","salive","/sa.ˈliv/","差 手 水","/sa/ /te/ /mi/","灑 梯 曆 匙","/sa˨˩˦/ /ti˥˥/ /li˥˩/ /tʂ˧˥/","satellite","stellar","Satellite","saliva","Difference between water basin","曆 sprinkled ladder spoon"
"FR","alcalin","alcalin:alcalin","/al.ka.ˈlɛ/","aisle palais","/aɪl/ /pa.ˈlɛ/","Alkohol","/al.koː.oːl/","alpha lait","/al.ˈfa/ /lɛ/","案 蚊 矢","/aɴ/ /ka/ /ja/","鞍 卡 曆","/an˥˥/ /ka˨˩˦/ /li˥˩/","alkaline","aisle palais","Alcohol","Alpha milk","Draft mosquito arrows","Saddle 曆"
"FR","admiratrice","admiratrice:admiratrice","/ad.mi.ʁa.ˈtʁis/","ami Matisse","/a.ˈmi/ /ma.ˈtis/","Admiralstab","/aːt.miː.ʀaːl.ʃtaːp/","admettre actrice","/ad.ˈmɛtʁ/ /ak.ˈtʁis/","彼 水 が 手 胃","/a/ /mi/ /ɡa/ /te/ /i/","鞍 米 哈 寄 司","/an˥˥/ /mi˨˩˦/ /xa˥˥/ /tɕi˥˩/ /s˥˥/","admirer","ami Matisse","Admiral bar","admit actress","His water hand stomach.","Saddle Miha mail Division"
"FR","réprimander","réprimander:réprimander","/ʁe.pʁi.ma.ˈde/","reprimand","/ˈɹɛ.pɹə.ˌmænd/","Diplomatie","/dɪ.ploː.maː.tiː/","reprise bander","/ʁə.ˈpʁiz/ /ba.ˈde/","夏 Ｐ ま で","/ɡe/ /piː/ /ma/ /de/","禾 筆 媽 弟","/xɤ˧˥/ /pi˨˩˦/ /ma˥˥/ /ti˥˩/","reprimand","reprimand","Diplomacy","recovery bander","Summer P in","Wo pen mother and brother"
"FR","paisiblement","paisiblement:paisiblement","/pɛ.zi.ˈbləm/","problem","/ˈpɹɒ.bləm/","Problem","/pʀɔ.bləm/","paisible","/pɛ.ˈzibl/","ピザ ビー 水","/pi.za/ /biː/ /mi/","筆 膝 稜","/pi˨˩˦/ /ɕi˥˥/ /ləŋ˧˥/","peacefully","problem","Problem","peaceful","Pizza b water","Pen knee Leng"
"FR","démissioner","démissioner:démissioner","/de.mi.sjo.ˈne/","domine","/ˈdɒ.mə.ˌni/","demütiger","/deː.myː.tiː.ɡɐ/","des mission nez","/de/ /mi.ˈsjo/ /ne/","で 水 旅 音","/de/ /mi/ /ɾjo/ /ne/","梯 米 司 噢 逆","/ti˥˥/ /mi˨˩˦/ /s˥˥/ /o˥˥/ /ni˥˩/","resign","domine","humble","nose mission","In the water journey sound","Ladders meters Secretary Oh counter"
"FR","capacité","capacité:capacité","/ka.pa.si.ˈte/","capacity","/kə.ˈpæ.sɪ.ti/","Kapazität","/kaː.paː.t͡siː.teːt/","capote cité","/ka.ˈpɔt/ /si.ˈte/","蚊 パ 乳 手","/ka/ /pa/ /t͡ɕi/ /te/","卡 芭 司 椅 弟","/ka˨˩˦/ /pa˥˥/ /s˥˥/ /i˨˩˦/ /ti˥˩/","capacity","capacity","Capacity","Hood cited","Mosquito PA milk hand","Kabasi chairs"
"FR","accumuler","accumuler:accumuler","/a.ky.my.ˈle/","accuracy","/ˈæ.kyə.ɹə.si/","Acker Maler","/a.kɐ/ /maː.lɐ/","accu mulet","/a.ˈkœ/ /my.ˈlɛ/","彼 木 水 音","/a/ /ki/ /mi/ /ne/","嗄 鼓 拇 曆","/a˧˥/ /ku˨˩˦/ /mu˨˩˦/ /li˥˩/","accumulate","accuracy","Field painter","ACCU Mule","His tree water","The velvety huskiness drum thumb 曆"
"FR","Luxembourg","Luxembourg:Luxembourg","/lyk.sa.ˈbuʁ/","Luxembourg","/ˈlʌk.səm.ˌbɜɹɡ/","Liebhaber","/liːp.haː.bɐ/","luxe tambour","/lyks/ /ta.ˈbuʁ/","夜 木 差 分","/jo/ /ki/ /sa/ /bu/","驢 灑 衕","/ly˧˥/ /sa˨˩˦/ /tuŋ˥˩/","Luxembourg","Luxembourg","Lovers","luxury drum","Night tree diff","驢 sprinkled diarrhoea"
"FR","lamentable","lamentable:lamentable","/la.ma.ˈtabl/","lamentable","/lə.ˈmɛn.tə.bəl/","Lineal","/liː.nə.aːl/","la Manche table","/la.ˈmaʃ/ /tabl/","矢 ま 田 ビー","/ja/ /ma/ /ta/ /biː/","蠟 媽 蹋 梨","/la˥˩/ /ma˥˥/ /ta˥˩/ /li˧˥/","dismal","lamentable","Ruler","the round table","Arrow up field, b","蠟 mother treading on PEAR"
"FR","Ostrogoth","Ostrogoth:Ostrogoth","/o.stʁo.ˈɡɔt/","astronaut","/ˈæ.stɹə.ˌnɔt/","Astronom","/a.ʃtʀoː.noːm/","austral Goth","/o.ˈstʁal/ /ɡot/","弟 語","/o.to/ /ɡo/","噢 司 駝 舐 匙","/o˥˥/ /s˥˥/ /tuo˧˥/ /ʂ˥˩/ /tʂ˧˥/","Ostrogoth","astronaut","Astronomer","Southern Goth","His brother,","Oh Secretary 駝 licked spoon"
"FR","inaugurer","inaugurer:inaugurer","/i.no.ɡy.ˈʁe/","Italia","/i.ˈtɑ.ly.ɑ/","Isobare","/iː.zoː.baː.ʀə/","innocent durée","/i.ˈnos/ /dy.ˈʁe/","胃 の 夏 夏","/i/ /no/ /ɡe/ /ɡe/","椅 孥 鬚 鶴","/i˨˩˦/ /nu˧˥/ /ɕy˥˥/ /xɤ˥˩/","inaugurate","Italia","Isobars","innocent duration","Stomach summer summer","Chair nu 鬚 鶴"
"FR","délicieux","délicieux:délicieux","/de.li.ˈsjø/","delicious","/dɪ.ˈlɪ.ʃəs/","Denise","/deː.niː.zə/","délice dieu","/de.ˈlis/ /djø/","で 水 旅","/de/ /mi/ /ɾjo/","梯 梨 耜 漁","/ti˥˥/ /li˧˥/ /s˥˩/ /y˧˥/","delicious","delicious","Denise","delight God","In the water journey","Escape PEAR SI fisherman's bastion"
"FR","petit à petit","petit:petit à: petit:petit","/pə.ˈti/  /pə.ˈti/","petite petite","/pə.ˈtit/ /pə.ˈtit/","Petersilie","/pɛ.tɐ.ziː.liː/","petit petit","/pə.ˈti/ /pə.ˈti/","パ 里 パ 里","/pa/ /ɾi/ /pa/ /ɾi/","菠 弟 菠 弟","/po˥˥/ /ti˥˩/ /po˥˥/ /ti˥˩/","Petit à petit","petite petite","Parsley","small small","PA-PA-RI","Keep, keep brother brother"
"FR","injecter","injecter:injecter","/ɛ.ʒɛk.ˈte/","ejector","/ɪ.ˈdʒɛk.təɹ/","erweckte","/ɛɐ.vɛk.tə/","insecte thé","/ɛ.ˈsɛkt/ /te/","絵 胃 木 手","/e/ /i/ /ki/ /te/","椅 司 鼓 弟","/i˨˩˦/ /s˥˥/ /ku˨˩˦/ /ti˥˩/","inject","ejector","aroused","the insect","Picture stomach wood hand","Chair sigu"
"FR","accomplir","accomplir:accomplir","/a.ko.ˈpliʁ/","accomplice","/ə.ˈkɒm.plɪs/","Atropin","/a.tʀoː.piːn/","ampleur","/a.ˈplœʁ/","彼 戸 ピン","/a/ /ko/ /piɴ/","嗄 鼓 蓽 陵","/a˧˥/ /ku˨˩˦/ /pi˥˩/ /liŋ˧˥/","accomplish","accomplice","Atropine","magnitude","His house pin","Velvety huskiness drum 蓽 mausoleum"
"FR","consumer","consumer:consumer","/ko.sy.ˈme/","consumer","/kən.ˈsu.məɹ/","Kolumne","/koː.lʊ.mnə/","confus mer","/ko.ˈfy/ /me/","戸 酢 目","/ko/ /su/ /me/","鼓 司 漁 榪","/ku˨˩˦/ /s˥˥/ /y˧˥/ /ma˥˩/","consumer","consumer","Column","confused sea","Detached vinegar eyes","Fisherman's bastion drum Division Ma"
"FR","intellectuel","intellectuel:intellectuel","/ɛ.tɛ.lɛk.ˈtyɛl/","epileptic","/ˌɛ.pə.ˈlɛp.tɪk/","Intellekt","/ɪn.tɛ.lɛkt/","instinct actuel","/ɛ.ˈstɛ/ /ak.ˈtyɛl/","絵 手 胃 木 手 胃","/e/ /te/ /i/ /ki/ /te/ /i/","椅 梯 陵 墊","/i˨˩˦/ /ti˥˥/ /liŋ˧˥/ /tiɛn˥˩/","intellectual","epileptic","Intellect","current instinct","Picture hand stomach wood hand stomach","Chair ladder mausoleum fuel ectonomc"
"FR","alinéa","alinéa:alinéa","/a.li.ˈnea/","Irina","/aɪ.ˈɹi.nə/","Arena","/aː.ʀə.naː/","aléa","/a.ˈlea/","彼 水 音 彼","/a/ /mi/ /ne/ /a/","嗄 梨 鈉","/a˧˥/ /li˧˥/ /na˥˩/","paragraph","Irina","Arena","Alea","His OT he","Velvety huskiness PEAR sodium Metaphosphate"
"FR","Laurentides","Laurentides:Laurentides","/lo.ʁa.ˈtid/","latitude","/ˈlæ.tɪ.ˌtud/","lukrativ","/lʊ.kʀaː.tiːf/","lentille","/la.ˈtij/","夜 が 里","/jo/ /ɡa/ /ɾi/","滷 哈 弟","/lu˨˩˦/ /xa˥˥/ /ti˥˩/","Laurentides","latitude","lucrative","lens","Night-no-Sato.","滷, brother"
"FR","abrogation","abrogation:abrogation","/a.bʁɔ.ɡa.ˈsjo/","obligation","/ˌɒ.blɪ.ˈɡeɪ.ʃən/","Animation","/aː.niː.ma.t͡sjoːn/","abri ration","/a.ˈbʁi/ /ʁa.ˈsjo/","彼 ビュー が 旅","/a/ /bjuː/ /ɡa/ /ɾjo/","嗄 獅 鵡 獺 耜 噢","/a˧˥/ /ʂ˥˥/ /u˨˩˦/ /ta˨˩˦/ /s˥˩/ /o˥˥/","repeal","obligation","Animation","shelter ration","His travel view","The velvety huskiness 獅 鵡 獺 SI o"
"FR","se dépêcher","se:se dépêcher:","/sə/ ","sea","/si/","Ski","/skiː/","se","/sə/","サー","/saː/","森","/sən˥˥/","hurry","sea","Ski","is","Sir","Sum"
"FR","enclin aux accidents","enclin:enclin aux:aux accidents:","/a.ˈklɛ/ /o/ ","eclipse","/ɪ.ˈklɪps/","Anklage","/aŋ.klaː.ɡə/","enclin eau","/a.ˈklɛ/ /o/","彼 木 を","/a/ /ki/ /o/","嗄 曆 噢","/a˧˥/ /li˥˩/ /o˥˥/","prone to accidents","eclipse","Indictment","inclined water","He wood","The velvety huskiness 曆 Oh"
"FR","avaler","avaler:avaler","/a.va.ˈle/","eye valet","/aɪ/ /væ.ˈleɪ/","Allee","/a.lə.eː/","as saler","/a/ /sa.ˈle/","彼 蛇 音","/a/ /d͡ʑa/ /ne/","嗄 筏 曆","/a˧˥/ /fa˧˥/ /li˥˩/","swallow","eye valet","Avenue","as salt","He serpent sound","Came sputtering along the rafts 曆"
"FR","intention","intention:intention","/ɛ.ta.ˈtjo/","entity","/ˈɛn.tɪ.ti/","erraten","/ɛ.ʀaː.tən/","hein tension","/ɛ/ /ta.ˈsjo/","絵 田 旅","/e/ /ta/ /ɾjo/","椅 獺 剁","/i˨˩˦/ /ta˨˩˦/ /tuo˥˩/","intention","entity","guess","EH voltage","Picture field trip","Chair 獺 chop"
"FR","barbaresque","barbaresque:barbaresque","/baʁ.ba.ˈʁɛsk/","barbaric","/bɑɹ.ˈbæ.ɹɪk/","barbarisch","/baɐ.baː.ʀiːʃ/","barbare presque","/baʁ.ˈbaʁ/ /pʁɛsk/","万 ば 夏 木","/baɴ/ /ba/ /ɡe/ /ki/","盤 芭 舐 司","/pan˧˥/ /pa˥˥/ /ʂ˥˩/ /s˥˥/","Barbary","barbaric","barbaric","Barbarian almost","10,000 If summer trees.","Pan Pattaya licking Secretary"
"FR","déménagement","déménagement:déménagement","/de.me.na.ˈʒəm/","domination","/ˌdɒ.mə.ˈneɪ.ʃən/","dominieren","/dɔ.mɪ.niː.ʀən/","dévouement sagement","/de.ˈvum/ /sa.ˈʒəm/","で 目 七 胃 水","/de/ /me/ /na/ /i/ /mi/","梯 媽 拿 軔","/ti˥˥/ /ma˥˥/ /na˧˥/ /ʐən˥˩/","move","domination","dominate","dedication wisely","In the first seven stomach water","媽 ladder 軔"
"FR","réception","réception:réception","/ʁe.sɛps.ˈjo/","reception","/ɹɪ.ˈsɛp.ʃən/","Rezession","/ʀeː.t͡sɛ.siː.oːn/","réaction","/ʁeak.ˈsjo/","夏 サー サー 夜","/ɡe/ /saː/ /saː/ /jo/","禾 司 子 末","/xɤ˧˥/ /s˥˥/ /ts˨˩˦/ /mo˥˩/","reception","reception","Recession","reaction","Sir Sir night","Wo Division"
"FR","bureau de poste","bureau:bureau de:de poste:poste","/by.ˈʁo/ /də/ /pɔst/","Budapest","/ˈbu.də.ˌpɛst/","besonderes","/bə.zɔn.də.ʀeːs/","bureau dentiste","/by.ˈʁo/ /da.ˈtist/","ビー 女 土 ぺ 手","/biː/ /d͡ʑo/ /do/ /pe/ /te/","鬚 珀 禾 菠 司","/ɕy˥˥/ /po˥˩/ /xɤ˧˥/ /po˥˥/ /s˥˥/","Post office","Budapest","Special","dentist office","Bee woman sat pettanko hands","鬚 Wo keep Perth Division"
"FR","aiguiser","aiguiser:aiguiser","/ɛ.ɡi.ˈze/","Ain Giza","/ɛ/ /ˈɡi.zə/","Ellipse","/ɛ.liːp.zə/","hein guider","/ɛ/ /ɡi.ˈde/","絵 偽 ぜ","/e/ /ɡi/ /ze/","椅 梯 戲","/i˨˩˦/ /ti˥˥/ /ɕi˥˩/","sharpen","Ain Giza","Ellipse","EH Guide","Fake pictures!","Chair ladder just takes the"
"FR","dessiner","dessiner:dessiner","/dɛ.si.ˈne/","destiny","/ˈdɛ.stə.ni/","Dossier","/dɔ.siːɐ/","dessin nez","/dɛ.ˈsɛ/ /ne/","土 乳 音","/do/ /t͡ɕi/ /ne/","梯 司 椅 逆","/ti˥˥/ /s˥˥/ /i˨˩˦/ /ni˥˩/","draw","destiny","Dossier","drawing nose","Saturday tits sounds","Secretary Chair ladder inverse"
"FR","laboratoire","laboratoire:laboratoire","/la.bo.ʁa.ˈtwaʁ/","Liberator","/ˈlɪ.bə.ˌɹeɪ.təɹ/","Laborant","/laː.boː.ʀant/","lambeau trottoir","/la.ˈbo/ /tʁo.ˈtwaʁ/","矢 ボー が 湾","/ja/ /boː/ /ɡa/ /waɴ/","蠟 菠 哈 臟","/la˥˩/ /po˥˥/ /xa˥˥/ /tsaŋ˥˩/","laboratory","Liberator","Laboratory Assistant","flap sidewalk","Arrow bow Bay.","蠟 keep dirty"
"FR","se rappeler","se:se rappeler:rappeler","/sə/ /ʁa.pə.ˈle/","summarily","/sə.ˈmɛə.ɹə.li/","gezappelt","/ɡə.t͡sa.pɛlt/","serein piler","/sə.ˈʁɛ/ /pi.ˈle/","サー が パ 音","/saː/ /ɡa/ /pa/ /ne/","森 哈 菠 曆","/sən˥˥/ /xa˥˥/ /po˥˥/ /li˥˩/","Remember","summarily","writhing","serene crush","Sir PA sound.","Keep Sen 曆"
